url,title,content
https://assistance.free.fr/articles/filtrer-les-appels-et-les-smsmms-896,Filtrer les appels et les SMS/MMS,"Vous pouvez définir des filtres pour l'émission et la réception d’appels, de SMS et de MMS.  Une fois les règles de filtres mises en place, vous ne recevrez plus de  communications entrantes et/ou sortantes  (selon ce que vous avez décidé)  de la part des numéros indiqués .  Pour activer ce service : Authentifiez-vous sur votre  Espace Abonné Mobile  à l'aide de vos identifiants mobiles. Allez à la rubrique  Mon forfait mobile  puis  Mes services . Dans la liste, cherchez  Filtres d'appels & SMS/MMS  et cliquez dessus. Activez le service. Sélectionnez le bouton  Ajouter une règle  et paramétrez les filtres selon vos besoins. Confirmez par  Ajouter le filtre . Les règles de filtrages sont ensuite listées sur cette page. Vous pouvez à tout moment modifier ou supprimer les filtres en cours."
https://assistance.free.fr/articles/telephonie-fixe-messagerie-vocale-564,Téléphonie fixe : messagerie vocale,"Votre ligne de téléphone Freebox (VOIP) dispose d'une messagerie vocale (répondeur) afin que vos correspondants puissent vous laisser un message lorsqu'ils n'arrivent pas à vous joindre. Les différentes fonctions liées à la messagerie sont disponibles et gérables depuis votre  Espace Abonné , dans l'onglet  Téléphonie  >  Gestion de mes services téléphonie .  Depuis votre combiné, la fonction de messagerie vocale est désactivable à l'aide de la combinaison de touches  # 7 5 #  ( * 7 5 * 5 #  pour la réactivation)  "
https://assistance.free.fr/articles/amazon-prime-activer-le-service-183,Amazon Prime : activer le service,"Pour activer votre compte  Amazon Prime , inclus sans surcoût à votre abonnement  Freebox Delta  :  Je ne dispose pas de compte Amazon existant  Rendez-vous sur votre  Espace Abonné  Free, à la rubrique  Télévision  puis  Gérer mon compte Amazon Prime . Prenez connaissance des différents éléments et  validez . Vous serez enfin redirigé vers le site d'Amazon afin de créer votre compte (identifiant et mot de passe).  Il vous suffira ensuite de saisir ce couple identifiant et mot de passe lorsque vous souhaiterez accéder aux service Amazon (Prime Video sur votre Freebox par exemple).   Je dispose déjà d'un compte Amazon standard Utilisez ce compte afin de le faire évoluer en compte Prime sans frais !  Rendez-vous dans votre Espace Abonné Free, à la rubrique  Télévision  puis  Gérer mon compte Amazon Prime .   Prenez connaissance des différents éléments et  validez . Vous serez enfin redirigé vers le site d'Amazon afin de renseigner les identifiants de votre compte existant et de le faire évoluer vers un compte Premium, vous permettant de profiter de tous les services associés. Je dispose déjà d'un compte Amazon Prime Vous pouvez l'utiliser directement sur votre  Freebox Delta  afin d'accéder aux contenus Prime Video et Prime Music. En revanche, vous serez toujours facturé par Amazon.  Pour bénéficier de l'offre Amazon Prime inclus dans votre abonnement  Freebox Delta , vous devez annuler votre abonnement Amazon Prime actuel et activer l'offre depuis votre Espace Abonné Free, en créant un nouveau compte Amazon Prime, ou attendre la fin de votre abonnement Amazon Prime actuel.  Consultez la  FAQ Amazon  pour plus de renseignements."
https://assistance.free.fr/articles/netflix-activer-mon-compte-175,Netflix : activer mon compte,"Je n'ai pas de compte Netflix : Vous avez la possibilité de créer un compte Netflix en vous rendant dans l'application  Netflix  à l'aide de votre  télécommande  Freebox (ou directement sur la  chaîne 130 ). Vous pouvez aussi le faire en  ligne  depuis votre  Espace Abonné Freebox , à la rubrique  Télévision  puis  Netflix . J'ai déjà un compte Netflix : Pour le faire fonctionner depuis votre Freebox, il vous suffit de lancer l'application  Netflix  à l'aide de votre  télécommande  Freebox (ou de vous rendre directement sur la  chaîne 130 ) et d'y indiquer vos identifiants Netflix. Vous pouvez aussi le faire en  ligne  depuis votre  Espace Abonné Freebox , à la rubrique  Télévision  puis  Netflix .  "
https://assistance.free.fr/articles/netflix-resilier-mon-abonnement-261,Netflix : résilier mon abonnement,"Pour cela, rendez-vous sur votre  compte  sur  le site de Netflix  et identifiez-vous à l'aide de vos  identifiants  Netflix.  Nous vous rappelons que Netflix est une option sans engagement, résiliable à tout moment."
https://assistance.free.fr/articles/consulter-le-guide-dinstallation-rapide-de-ma-freebox-crystal-785,Consulter le guide d'installation rapide de ma Freebox Crystal,"Guide d'installation Freebox Crystal . Ces documents sont en format PDF et nécessitent Adobe Reader pour être consultés. Pour une aide complémentaire, vous pouvez accéder à notre  fiche d'installation guidée ."
https://assistance.free.fr/articles/netflix-utiliser-le-service-176,Netflix : utiliser le service,"Sur Freebox Révolution, utilisez l'application  Netflix  présente sur  l'interface  TV de votre Player.  Celle-ci se trouve dans  Vidéos  puis  Netflix .  Il vous suffit ensuite d'entrer vos  identifiants  afin d'accéder aux contenus Netflix.  Si vous avez besoin de plus d'informations, vous pouvez consulter le site  d'assistance en ligne de Netflix .  Vous y trouverez de nombreuses informations utiles ainsi que des liens de contact rapides pour l'assistance téléphonique, tchat ou Twitter.  "
https://assistance.free.fr/articles/peripheriques-de-stockage-usb-formats-compatibles-90,Périphériques de stockage USB : formats compatibles,"Si vous utilisez un disque dur ou clé USB personnel, il devra être formaté à l'aide de l'un des systèmes de fichiers suivants :  FAT32  (ou  FAT16 ), limitation de 4 Go maximum par fichier HFS et HFS+ NTFS  Ext4 (RW)  XFS  Si votre périphérique est neuf et n'a jamais été formaté, un assistant vous proposera le formatage automatique. Les périphériques actuels sont généralement tous compatibles.    Les types de médias suivants sont compatibles :  Formats de lecture de  photos  : GIF, JPEG, PNG Formats de lecture de  musique  : MP1, MP3, MPEG4 AAC Formats de lecture de  vidéos  avec prise en charge des codecs suivants   : H.264/MPEG-4 AVC, MPEG-1, MPEG-2, MPEG-4, VC1, DivX Pour les  enregistrements , branchez votre périphérique sur le  Server Mini 4K .  Si vous branchez vos périphériques sur le Player (USB, carte SD) vous pourrez uniquement en lire le contenu (images, vidéos, etc.)."
https://assistance.free.fr/articles/receptionner-la-tnt-sur-ma-freebox-1029,Réceptionner la TNT sur ma Freebox,"La  Freebox  étant équipée d'un tuner TNT, vous avez la possibilité de basculer vers la Télévision Numérique Terrestre (prise antenne) notamment si votre débit ADSL s'avère insuffisant.  En effet, lorsque vous utilisez la TNT, votre accès Internet n'est pas sollicité pour le flux télévisé et vous n'avez plus à vous soucier de la notion de débit.  La majorité du territoire français est couvert par la TNT. Cependant, vous pouvez vérifier si votre commune est éligible sur le site  recevoirlatnt.fr."
https://assistance.free.fr/articles/obtenir-le-code-imei-de-mon-telephone-1026,Obtenir le code IMEI de mon téléphone,"Le code IMEI est indispensable pour entamer une démarche de  ""désimlockage"" (ou déblocage)  opérateur. Pour récupérer le code IMEI de votre téléphone afin de le communiquer à votre ancien opérateur : Comme si vous alliez passer un appel, composez le  *#06# . Le code IMEI s'affiche automatiquement. Nous vous invitons à le noter pour son utilisation ultérieure. Dans certains cas, vous pouvez aussi trouver le code IMEI sous la batterie de votre téléphone ou sur la boîte d'emballage.  "
https://assistance.free.fr/articles/tuto-free-installer-ma-freebox-revolution-adsl-380,Tuto Free : installer ma Freebox Révolution ADSL,"Pour installer votre Freebox, reportez-vous à la vidéo ci-dessous ou au  guide d'installation  présent dans votre carton."
https://assistance.free.fr/articles/activer-lipv6-356,Activer l'IPv6,La connectivité  IPv6  est  automatiquement activée  sur votre Freebox.
https://assistance.free.fr/articles/comprendre-la-suspension-de-mon-abonnement-284,Comprendre la suspension de mon abonnement,"Votre abonnement peut faire l'objet d'une suspension suite à un  défaut de paiement , dans les 2 cas suivants : Après le rejet d'un premier prélèvement. Votre service téléphonie et votre accès à Internet seront suspendus. Si la somme due en fin de mois est supérieure à 60 euros ou si deux impayés sont cumulés. Le service Télévision est suspendu dans les 2 cas. Pour retrouver l’accès aux services suspendus, votre navigateur Internet vous redirigera systématiquement vers une  interface dédiée vous permettant de régulariser votre situation . "
https://assistance.free.fr/articles/passer-a-lipadsl-freebox-only-suppression-de-la-ligne-analogique-305,Passer à l'IP/ADSL Freebox Only (suppression de la ligne analogique),"L'offre Freebox Only vous permet d'annuler votre contrat avec Orange (téléphone fixe) tout en conservant vos accès Free.  Pour demander le passage à l'offre Freebox Only (uniquement pour un abonnement en zone non dégroupée IP/ADSL) : Rendez-vous dans votre  Espace Abonné  à l'aide de votre identifiant et du mot de passe associé. Dans la rubrique  Mon abonnement , cliquez sur  Migrer vers Freebox Only . Consultez les conditions.  Vous pouvez choisir la portabilité de votre numéro afin de conserver les appels entrants sur votre numéro de téléphone géographique (autrement dit votre numéro Orange fixe). Indiquez votre  code RIO  et validez. Votre demande est enregistrée et votre ligne sera câblée au plus vite."
https://assistance.free.fr/articles/apple-tv-associer-ma-telecommande-1078,Apple TV : associer ma télécommande,"S'il s'agit d'une première utilisation, pensez à retirer au préalable la languette plastique au niveau du compartiment des piles (celles-ci sont déjà insérées). Méthode 1 Une fois l'Apple TV branchée : Approchez votre télécommande du boîtier, à une dizaine de centimètres environ. Appuyez sur n'importe quel bouton. Si l'association a réussi, un message s'affiche sur l'écran du téléviseur. Méthode 2 Si la précédente méthode n'a pas fonctionné, utilisez le  mode jumelage  : Pendant 5 secondes, appuyez simultanément sur les touches  MENU  et  +  de votre télécommande. Si l'association a réussi, un message s'affiche sur l'écran du téléviseur. Si dans les deux cas vous n'observez aucune réaction, changez les piles et procédez à redémarrage électrique de l'Apple TV."
https://assistance.free.fr/articles/amazon-prime-utiliser-le-service-prime-video-216,Amazon Prime : utiliser le service Prime Video,"Sur  Freebox One , utilisez l' application intégrée à l'interface TV , située dans la rubrique  Vidéo à la demande . Amazon Prime  est en option pour votre abonnement Freebox One."
https://assistance.free.fr/articles/receptionner-la-tnt-sur-ma-freebox-1030,Réceptionner la TNT sur ma Freebox,"La  Freebox  étant équipée d'un tuner TNT, vous avez la possibilité de basculer vers la Télévision Numérique Terrestre (prise antenne) notamment si votre débit ADSL s'avère insuffisant.  En effet, lorsque vous utilisez la TNT, votre accès Internet n'est pas sollicité pour le flux télévisé et vous n'avez plus à vous soucier de la notion de débit.  La majorité du territoire français est couvert par la TNT. Cependant, vous pouvez vérifier si votre commune est éligible sur le site  recevoirlatnt.fr."
https://assistance.free.fr/articles/frais-lies-a-votre-carte-sim-900,Frais liés à votre carte SIM,"Quel que soit votre abonnement, les frais de votre carte SIM (ou eSIM) sont de  10 euros , à régler par carte bancaire lors de votre inscription (depuis le site ou sur une  borne Free ).  En cas de perte ou de vol de votre carte SIM, vous pourrez  en commander une autre .  "
https://assistance.free.fr/articles/apple-tv-gerer-mes-applications-1079,Apple TV : gérer mes applications,"L'Apple TV est livrée avec une collection d' applications préinstallées  accessibles directement depuis l'écran d'accueil. Pour le personnaliser, n'hésitez pas à consulter le  guide du Support Apple . Télécharger une application Ouvrez l' App Store . Recherchez l'application que vous souhaitez télécharger. Sélectionnez le prix indiqué ou cliquez sur  Obtenir  (dans le cas d'une application gratuite). Le téléchargement se lance automatiquement. L'application est ensuite accessible depuis l'écran d'accueil. Certaines applications gratuites proposent des achats intégrés et abonnements payants. Supprimer une application Sélectionnez l'application en question. Maintenez votre doigt enfoncé sur le rond au centre de la télécommande jusqu'à ce que l'application réagisse. Appuyez sur le bouton  Lecture/Pause  pour afficher plus d'options. Choisissez  Supprimer . Vous pourrez retélécharger gratuitement toute application déjà achetée sur l'App Store. Une fois l'application supprimée, ses données le sont également. "
https://assistance.free.fr/articles/disney-plus-acceder-au-service-depuis-ma-tv-ou-mon-peripherique-mobile-1185,Disney+ : accéder au service depuis ma TV ou mon périphérique mobile,"Depuis mon interface TV Lancez l'application  Disney+  intégrée. Ou rendez-vous sur la chaîne  132 . Depuis un appareil mobile Téléchargez et lancez l' application Disney+  sur votre appareil.  La première fois, vous devrez saisir les identifiants Disney+ qui vous ont été fournis lors de votre inscription au service.  "
https://assistance.free.fr/articles/utiliser-deezer-698,Utiliser Deezer,"Étape 1 Téléchargez l'application  Deezer  à partir du  PlayStore . Étape 2 Une fois installée, vous y accédez depuis l'accueil de votre  Player  ou dans les applications. Étape 3 Lorsque vous lancez l'application Deezer, renseignez votre  identifiant  et votre  mot de passe   Deezer . Étape 4 Vous pouvez rechercher des morceaux et écouter vos playlists. Seul un abonnement à l'offre  Premium+  de Deezer permet une  écoute illimitée  des morceaux. Autrement, vous ne pouvez écouter que les 30 premières secondes."
https://assistance.free.fr/articles/recuperer-le-mot-de-passe-de-mon-espace-abonne-freebox-295,Récupérer le mot de passe de mon Espace Abonné Freebox,"Vous avez perdu votre mot de passe, vous permettant de vous identifier sur votre  Espace Abonné  : Rendez-vous sur la  page d'identification de l'Espace Abonné . Cliquez sur  Vous avez oublié votre mot de passe . Saisissez alors votre  numéro de téléphone identifiant  et le  code postal  correspondant à votre abonnement. Un lien de réinitialisation de vos identifiants est alors envoyé à votre adresse e-mail de contact.  Si vous ne vous souvenez plus de l'adresse e-mail de contact que vous avez communiquée ou si vous n'y avez plus accès, veuillez contacter nos services d'assistance au 3244."
https://assistance.free.fr/articles/receptionner-la-tnt-sur-ma-freebox-1031,Réceptionner la TNT sur ma Freebox,"La  Freebox  étant équipée d'un tuner TNT, vous avez la possibilité de basculer vers la Télévision Numérique Terrestre (prise antenne) notamment si votre débit ADSL s'avère insuffisant.  En effet, lorsque vous utilisez la TNT, votre accès Internet n'est pas sollicité pour le flux télévisé et vous n'avez plus à vous soucier de la notion de débit.  La majorité du territoire français est couvert par la TNT. Cependant, vous pouvez vérifier si votre commune est éligible sur le site  recevoirlatnt.fr."
https://assistance.free.fr/articles/la-facturation-hors-forfait-liee-a-lemissionreception-de-smsmms-a-linternational-953,La facturation hors-forfait liée à l'émission/réception de SMS/MMS à l'international,"En réception La réception de SMS alors que vous êtes à l'étranger est gratuite. La réception de MMS, quant à elle, nécessite un accès DATA dont la facturation est décrite dans la  brochure tarifaire .  En émission Le coût de l'émission d'un SMS/MMS dépend de la destination. Vous en retrouverez le détail dans les colonnes  SMS envoyé vers & MMS envoyé  de la  brochure tarifaire ."
https://assistance.free.fr/articles/peripherique-de-stockage-usb-quest-ce-que-cest--85,Périphérique de stockage USB : qu'est-ce que c'est ?,"Un  périphérique de stockage USB  est un équipement externe (clé USB, disque dur) permettant de contenir des fichiers (photos, vidéos, etc.).  En plus du disque dur interne au Server (si souscrit en option), vous pouvez  brancher plusieurs périphériques  pour ainsi augmenter la capacité de stockage de votre Freebox Delta.  Sur mon Server Delta Jusqu'à 4 disques durs internes (un disque de 1 To est disponible en option). 1 port USB 3.0 et un 1 port USB-C disponibles pour brancher vos périphériques de stockage. Sur mon Player Devialet 1 port USB 3.0 et un 1 port USB-C disponibles pour brancher vos périphériques de stockage. Vous pourrez enregistrer vos programmes TV   directement sur l'un de ces périphériques ou encore lire leurs contenus."
https://assistance.free.fr/articles/configurer-mon-routeur-freebox-353,Configurer mon routeur Freebox,"Connectez-vous à votre  Espace Abonné  à l'aide de votre identifiant et du mot de passe associé. Rendez-vous dans l'onglet  Ma Freebox  puis  Paramétrer mon routeur Freebox . Cliquez sur  Configuration du routeur  pour déplier le menu. À  État du routeur , activez le service en positionnant le bouton sur  Actif . Un  redémarrage de votre Freebox  est nécessaire une fois vos paramètres sauvegardés. Des  réglages avancés du routeur Freebox  sont possibles."
https://assistance.free.fr/articles/le-passage-de-mon-abonnement-adsl-vers-la-fibre-va-t-il-impacter-ma-connexion-internet-153,Le passage de mon abonnement ADSL vers la Fibre va-t-il impacter ma connexion internet ?,"La connexion ADSL reste  active  tant que la fibre n'est pas opérationnelle. Vous profitez ainsi d'un accès sans coupure même pendant la période de transition. Une fois votre adresse éligible : Si votre Freebox est compatible avec la fibre , nous prendrons contact avec vous, afin de planifier la venue d'un technicien à votre domicile pour le raccordement en fibre optique. Si votre Freebox n'est pas compatible avec la fibre , nous vous enverrons un email afin de vous proposer l'échange de votre matériel sans frais."
https://assistance.free.fr/articles/la-fonction-dect-telephone-fixe-sans-fil-quest-ce-que-cest--540,La fonction DECT (téléphone fixe sans fil) : qu'est-ce que c'est ?,"La fonction  DECT  de la Freebox vous permet d'y associer vos combinés téléphoniques sans fil DECT, sans passer par leur base. Concrètement, celle-ci n'aura donc plus besoin d'être reliée par câble au Freebox Server.  Plus aucun téléphone ne sera alors branché physiquement à la Freebox mais communiquera sans fil via la technologie DECT."
https://assistance.free.fr/articles/tuto-free-associer-ma-telecommande-freebox-revolution-36,Tuto Free : associer ma télécommande Freebox Révolution,"Votre télécommande ne semble plus répondre, n'est plus reconnue par votre Freebox Player ou vous venez d'en recevoir une neuve : procédez aux manipulations décrites dans la vidéo ci-dessous."
https://assistance.free.fr/articles/amazon-prime-utiliser-le-service-prime-video-218,Amazon Prime : utiliser le service Prime Video,"Sur  Freebox Mini 4K , utilisez l' application intégrée à l'interface TV . Amazon Prime  est en option dans votre abonnement Freebox Mini 4K."
https://assistance.free.fr/articles/service-replay-quest-ce-que-cest--1033,Service Replay : qu'est-ce que c'est ?,"Le service  Replay  est une plateforme de  rediffusion de contenus télévisés , permettant de voir ou de revoir les programmes de nombreuses chaînes dans les 7 jours qui suivent leur diffusion."
https://assistance.free.fr/articles/effectuer-une-reclamation-aupres-du-service-national-consommateur-282,Effectuer une réclamation auprès du Service National Consommateur,"Si vous n'êtes pas satisfait de la réponse apportée par nos services suite à l'utilisation du  formulaire de réclamation  , vous pouvez solliciter le  Service National Consommateur  qui traite en recours les réclamations.  Envoyez votre courrier postal à l’adresse suivante :  FREE SERVICE NATIONAL CONSOMMATEUR 75371 PARIS CEDEX 08  en joignant une copie des courriers déjà échangés ainsi qu'une lettre détaillant les raisons de votre insatisfaction.  Un conseiller Relation Consommateur prendra contact avec vous par téléphone ou par courrier afin de réétudier votre demande.  Pensez impérativement à indiquer votre  numéro de téléphone identifiant  (communiqué sur l'e-mail de confirmation d'inscription) sur chacune de vos correspondances."
https://assistance.free.fr/articles/receptionner-la-tnt-sur-ma-freebox-1032,Réceptionner la TNT sur ma Freebox,"La  Freebox  étant équipée d'un tuner TNT, vous avez la possibilité de basculer vers la Télévision Numérique Terrestre (prise antenne) notamment si votre débit ADSL s'avère insuffisant.  En effet, lorsque vous utilisez la TNT, votre accès Internet n'est pas sollicité pour le flux télévisé et vous n'avez plus à vous soucier de la notion de débit.  La majorité du territoire français est couvert par la TNT. Cependant, vous pouvez vérifier si votre commune est éligible sur le site  recevoirlatnt.fr."
https://assistance.free.fr/articles/freebox-os-lexplorateur-de-fichiers-quest-ce-que-cest--805,Freebox OS : l'explorateur de fichiers : qu'est-ce que c'est ?,"L’ Explorateur de fichiers  vous permet de gérer les contenus de votre disque dur Freebox.  Vous pourrez les  parcourir , les  modifier  ( supprimer ,  ajouter ) mais aussi les  partager .  Ils sont aussi accessibles depuis votre téléviseur via le Freebox Player (menu  Mes Disques ) ou via l' application Freebox .  Pour ajouter des fichiers sur le disque dur de votre Freebox, utilisez le bouton  Uploader  afin de sélectionner un ou plusieurs fichier(s)."
https://assistance.free.fr/articles/appeler-vers-lalgerie-et-la-tunisie-587,Appeler vers l'Algérie et la Tunisie,"Seules les offres  Freebox Crystal  et  Mini 4K  souscrites à compter du  7 juillet 2020  incluent  5 h/mois d'appels vers les fixes d'Algérie  et  les appels vers les fixes de Tunisie  (appels vers les fixes de Tunisie Telecom dont le numéro commence par 2167, jusqu'à 99 correspondants différents/mois). Les informations complètes liées aux conditions et tarifications téléphoniques sont disponibles sur la  brochure tarifaire ."
https://assistance.free.fr/articles/la-facturation-hors-forfait-liee-a-lemissionreception-dappel-a-linternational-952,La facturation hors-forfait liée à l'emission/réception d'appel à l'international,"À l'international, les forfaits de téléphonie mobile sont soumis à une tarification particulière.  Lorsqu'on vous appelle sur le territoire étranger : dans le cadre de l'acheminement des appels entrants, vous êtes susceptible d'être facturé.  Veuillez vous reporter à la  brochure tarifaire  à partir de la page 22 et consulter la colonne  Appels reçus - Tarif à la minute .   Lorsque vous passez un appel de l'international vers la France ou vers tout autre pays : vous êtes soumis à tarification.  Celle-ci est décrite dans les colonnes  Appel vers la France - Tarif à la minute & Appel vers le pays d'émission - Tarif à la minute  de la  brochure tarifaire  à partir de la page 22."
https://assistance.free.fr/articles/demander-un-changement-de-debit-zone-non-degroupee-304,Demander un changement de débit (zone non dégroupée),"Rendez-vous sur votre  Espace Abonné  à l'aide de votre identifiant et du mot de passe associé. Dans la rubrique  Mon abonnement , cliquez sur  Migrer vers Freebox Only Maximum . Validez. Cette action ne concerne que les abonnements souscrits en  zone non dégroupée .  Si la demande est refusée, cela signifie que la ligne n'est pas éligible à des débits plus élevés.  "
https://assistance.free.fr/articles/resilier-un-abonnement-mensuel-vod-1043,Résilier un abonnement mensuel VOD,"Cette fiche ne concerne pas   les achats de films à l'unité mais seulement   les abonnements mensuels de type  Freebox VOD , certaines plateformes pour adultes, etc.  Sur l'accueil de votre Player, rendez-vous dans la partie  Vidéo à la demande  à l'aide de votre télécommande. Sélectionnez  Toutes les boutiques . Choisissez le  portail VOD  que vous souhaitez résilier. Une fois dans l'interface, recherchez le menu (souvent sur la droite ou la gauche de l'écran). Localisez la  gestion de compte  ou  d'abonnement  (selon la plateforme) et sélectionnez l'option de  désabonnement .  Le  code parental  peut   vous être demandé. Dans certains cas, la souscription d'un abonnement VOD est soumis à un engagement dans la durée. Vous ne pourrez le résilier que lorsque l'échéance sera arrivée à terme."
https://assistance.free.fr/articles/installer-mon-dongle-wi-fi-sous-windows-10-18,Installer mon dongle Wi-Fi sous Windows 10,"Vous avez acheté l' adaptateur USB WiFi 802.11ac  ( dongle ) depuis notre boutique : Branchez-le sur un  port USB . Votre ordinateur le détectera automatiquement et il sera immédiatement fonctionnel. Recherchez les réseaux WiFi à portée à l'aide de l'utilitaire de votre Windows. Connectez-vous au réseau qui vous intéresse. Pour une aide à la connexion WiFi depuis votre ordinateur, consultez cette  fiche détaillée ."
https://assistance.free.fr/articles/mon-boitier-hd-bloque-sur-wifi-48-666,Mon boîtier HD bloque sur WiFi 4/8,"Éteignez les deux boîtiers et reliez-les à l'aide du câble Ethernet fourni (jaune). Branchez-les sur une prise secteur. Redémarrez ensuite le boîtier TV et appuyez sur le  bouton Free  de la télécommande afin d'afficher la liste des univers. Rendez-vous dans le menu  Configuration , puis redémarrez la Freebox HD en utilisant l'option proposée à cet effet, en bas de l'écran. Débranchez rapidement le câble Ethernet avant que votre Freebox ne redémarre. Laissez ensuite le boîtier démarrer normalement."
